id,date,price,bedrooms,bathrooms,sqft_lot,floors,waterfront,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode
8835350230,20140825T000000,530000.0,3,2.5,7480,2.0,0,3,9,0,1992,0,98072
8121100395,20140624T000000,425000.0,4,1.5,6180,1.5,0,3,6,0,1946,0,98118
5451200370,20150209T000000,1165000.0,4,2.25,10487,2.0,0,4,9,0,1968,0,98040
9510970090,20141121T000000,637250.0,4,2.5,3220,2.0,0,3,9,0,2005,0,98052
2799800750,20150416T000000,300000.0,4,2.5,4750,2.0,0,3,8,0,2003,0,98042
3734900110,20150204T000000,230000.0,2,0.75,19703,1.0,0,3,6,0,1934,0,98045
426069099,20150420T000000,815000.0,3,2.5,53143,2.0,0,4,9,0,1991,0,98077
8562790760,20140520T000000,785000.0,4,3.5,4684,2.0,0,3,10,880,2009,0,98027
9414500230,20141022T000000,440000.0,3,2.25,10835,1.0,0,4,8,470,1976,0,98027
1900000195,20140630T000000,100000.0,2,1.0,7623,1.0,0,2,6,0,1942,0,98166
6638900265,20140925T000000,812000.0,4,2.5,5000,2.0,0,3,9,0,2014,0,98117
6700390210,20140708T000000,245000.0,3,2.5,2788,2.0,0,4,7,0,1992,0,98031
1207200010,20150318T000000,245000.0,4,2.0,10416,1.0,0,3,7,460,1958,0,98146
3037200010,20150305T000000,447500.0,2,2.25,2090,2.0,0,3,7,0,2004,0,98122
1524079028,20141029T000000,393000.0,5,1.75,15246,1.0,0,3,6,0,1936,0,98024
9297300395,20140527T000000,435000.0,3,1.0,4000,1.5,0,3,7,0,1928,0,98126
7316400070,20140925T000000,255000.0,5,3.75,9900,1.0,0,3,7,0,1964,0,98023
1794500383,20140626T000000,937000.0,3,1.75,2691,2.0,0,3,8,700,1915,0,98119
3623059101,20140811T000000,420000.0,3,3.0,47050,2.0,0,4,9,1130,1986,0,98058
3378100100,20150317T000000,345000.0,4,1.5,7168,1.0,0,3,7,380,1964,0,98055
7167000040,20150305T000000,700000.0,4,3.0,199253,2.0,0,3,10,0,2004,0,98010
2329800430,20150204T000000,254000.0,3,2.25,8188,2.0,0,4,7,0,1988,0,98042
1442880640,20140715T000000,504058.0,4,2.75,7467,2.0,0,3,8,0,2013,0,98045
9541600490,20150505T000000,931088.0,4,2.5,17400,1.0,0,4,9,1580,1957,0,98005
2473250400,20140924T000000,325000.0,4,2.0,10622,1.0,0,4,7,880,1976,0,98058
4027700006,20150409T000000,405000.0,4,2.5,20894,2.0,0,3,9,340,2002,0,98155
4024100090,20141008T000000,250000.0,3,1.75,16000,1.0,0,3,7,0,1978,0,98155
2617300160,20140812T000000,420000.0,3,2.0,38332,1.0,0,4,7,1010,1975,0,98027
1088810160,20141224T000000,650000.0,5,3.5,10120,2.0,0,3,9,1170,1990,0,98011
2781250750,20140828T000000,222000.0,2,2.0,3300,2.0,0,3,6,0,2004,0,98038
9264960340,20140617T000000,325000.0,4,2.5,7091,2.0,0,3,9,0,1987,0,98023
5680000260,20150512T000000,385000.0,3,1.0,4600,1.0,0,3,6,0,1918,0,98144
2212200270,20150220T000000,300000.0,3,1.75,6900,1.0,0,4,7,600,1976,0,98031
7885800160,20140905T000000,299900.0,4,2.5,5730,2.0,0,3,8,0,2003,0,98042
9393700110,20140603T000000,430000.0,3,2.0,5120,1.5,0,4,6,450,1924,0,98116
461002025,20150501T000000,501000.0,2,2.0,2500,1.0,0,4,7,530,1926,0,98117
6392003490,20140723T000000,433500.0,3,1.0,6000,1.0,0,4,7,450,1937,0,98115
7224000950,20141103T000000,238950.0,2,1.0,4838,1.0,0,3,5,0,1938,0,98055
1877500090,20150211T000000,756000.0,3,2.5,8297,1.0,0,4,8,1910,1948,0,98199
1338801060,20141204T000000,560000.0,4,1.5,3400,2.0,0,3,8,0,1926,0,98112
1321720170,20140817T000000,610000.0,3,2.5,18167,2.0,0,3,11,0,1991,0,98023
8902000267,20150402T000000,500000.0,4,2.75,7209,1.0,0,3,7,930,2002,0,98125
6666830320,20150324T000000,950968.0,5,3.5,5081,2.0,0,3,8,0,2013,0,98052
7853420100,20140623T000000,633634.0,4,3.5,6000,2.0,0,3,9,0,2014,0,98065
3512100110,20140902T000000,275436.0,4,2.75,9658,1.5,0,3,7,0,1966,0,98030
3905100310,20140625T000000,544000.0,4,2.5,3974,2.0,0,3,8,0,1994,0,98029
7129301578,20140521T000000,495000.0,3,3.5,6250,2.0,0,3,8,710,1997,0,98118
6762700020,20141013T000000,7700000.0,6,8.0,27600,2.5,0,4,13,3480,1910,1987,98102
3591000030,20140823T000000,728000.0,4,2.5,13684,2.0,0,3,9,0,1994,0,98052
2767704302,20150410T000000,422250.0,2,1.5,1256,2.0,0,3,8,80,1998,0,98107
408100150,20140514T000000,267800.0,2,1.0,6000,1.0,0,4,6,0,1949,0,98155
1843200350,20140722T000000,150000.0,2,1.5,1934,2.0,0,4,7,0,1978,0,98092
126059097,20141023T000000,775000.0,3,3.5,104544,2.0,0,3,8,0,1948,1990,98072
8731982840,20140826T000000,414000.0,4,2.5,9030,1.5,0,4,8,0,1969,0,98023
7570050070,20150205T000000,419900.0,5,3.5,5000,2.0,0,3,8,620,2012,0,98038
9406540130,20150403T000000,489000.0,4,2.5,8442,2.0,0,3,9,1200,2000,0,98038
4232903295,20150416T000000,940000.0,3,1.5,4800,1.5,0,3,8,0,1912,0,98119
946000295,20141210T000000,469000.0,3,2.25,1362,3.0,0,3,7,0,2014,0,98117
7424700045,20150513T000000,2050000.0,5,3.0,8480,2.0,0,5,9,1200,1905,1994,98122
6414100721,20150416T000000,407500.0,2,1.0,6017,1.0,0,3,7,0,1950,0,98125
6899990230,20140701T000000,600000.0,2,2.5,14878,2.0,0,3,10,0,1990,0,98011
6117502230,20141201T000000,1637500.0,3,3.5,21164,2.0,1,3,12,0,1975,1990,98166
2618300080,20140502T000000,242500.0,3,1.5,9720,1.0,0,4,7,0,1965,0,98042
1189000700,20141001T000000,625000.0,3,1.5,4128,1.5,0,3,8,350,1906,0,98122
2822049254,20140516T000000,375000.0,4,2.5,7956,2.0,0,3,9,0,2005,0,98198
9371700085,20140722T000000,425000.0,3,1.75,8182,1.0,0,5,7,0,1942,0,98133
3579700100,20140527T000000,389000.0,5,2.0,10750,1.0,0,4,7,1140,1962,0,98028
1708400595,20140725T000000,360000.0,5,1.75,5225,1.5,0,4,7,0,1941,0,98108
2206900065,20150501T000000,380000.0,3,1.5,11173,1.0,0,1,7,0,1955,0,98006
126039256,20140904T000000,434900.0,3,2.0,5040,2.0,0,3,7,0,1977,2006,98177
4047200850,20150402T000000,387000.0,3,1.5,21929,2.0,0,3,7,0,1990,0,98019
5045700400,20150223T000000,559950.0,5,2.75,6370,2.0,0,3,8,0,2014,0,98059
3558910640,20150401T000000,528000.0,4,1.75,9750,1.0,0,3,7,400,1969,0,98034
9264930400,20141029T000000,325900.0,3,2.5,9765,2.0,0,3,8,0,1985,0,98023
7000100775,20140721T000000,625000.0,3,2.0,12219,1.0,0,4,7,0,1986,0,98004
423059039,20150321T000000,365000.0,3,2.0,8649,1.0,0,3,7,0,1998,0,98056
9477100330,20141212T000000,400000.0,3,1.75,8385,1.0,0,3,7,0,1968,0,98034
1612500170,20150226T000000,253750.0,4,1.0,7110,1.5,0,3,6,0,1939,0,98030
868001790,20150316T000000,1300000.0,3,1.0,7936,1.0,0,5,8,360,1940,0,98177
7276100145,20140930T000000,344950.0,3,2.0,6950,1.0,0,5,6,0,1932,0,98133
9521101065,20150323T000000,580000.0,2,1.5,5000,1.0,0,4,7,0,1938,0,98103
7855800730,20150210T000000,940000.0,4,2.5,9238,1.0,0,4,8,1410,1967,0,98006
871001484,20150115T000000,719000.0,3,1.75,5816,1.0,0,5,7,900,1947,0,98199
9202000080,20140707T000000,215000.0,3,1.0,9563,1.0,0,5,7,0,1967,0,98023
5350200870,20150326T000000,925000.0,4,2.75,3400,2.0,0,3,9,770,1923,2009,98122
1231000510,20140922T000000,263000.0,3,1.75,3800,1.0,0,3,6,790,1913,0,98118
3501100280,20150329T000000,460000.0,2,1.0,4650,1.0,0,3,7,0,1975,0,98117
3832061060,20140807T000000,311000.0,4,2.5,6124,2.0,0,3,7,0,2007,0,98042
1545805460,20150204T000000,252000.0,3,2.0,7500,1.0,0,3,7,0,1997,0,98038
7202340390,20150407T000000,499000.0,3,2.5,4851,2.0,0,3,7,0,2004,0,98053
7548300326,20150220T000000,290000.0,4,2.0,4788,1.0,0,3,7,0,1968,0,98144
1247600105,20141020T000000,5110800.0,5,5.25,45517,2.0,1,3,12,2020,1999,0,98033
1424059142,20140605T000000,799000.0,4,3.5,8547,2.0,0,3,9,1000,1994,0,98006
3034200666,20141107T000000,808100.0,4,3.25,13457,1.0,0,5,9,0,1956,0,98133
4307300930,20150102T000000,325000.0,3,2.5,3480,2.0,0,3,7,0,2002,0,98056
5637200200,20140523T000000,439950.0,4,2.5,12067,2.0,0,3,7,0,2002,0,98059
1246700050,20140612T000000,370000.0,2,1.0,17172,1.0,0,4,6,0,1947,0,98033
321030010,20141015T000000,310000.0,4,2.5,7384,2.0,0,3,8,0,2010,0,98042
9526600340,20150512T000000,729000.0,3,2.5,4244,2.0,0,3,8,0,2011,0,98052
3526039160,20140814T000000,1100000.0,3,3.0,16857,1.0,0,3,10,1530,2000,0,98117
2115510300,20141016T000000,246000.0,3,2.25,10500,1.0,0,3,8,310,1983,0,98023
3204300860,20140723T000000,820000.0,2,2.5,4440,2.0,0,4,8,770,1931,0,98112
3905040590,20150421T000000,560000.0,3,2.5,7169,2.0,0,3,8,0,1990,0,98029
4365200520,20150312T000000,490000.0,3,2.25,7740,1.0,0,5,6,0,1923,0,98126
6762700515,20150421T000000,1475000.0,3,2.5,5000,2.0,0,3,11,0,1984,0,98102
2770604410,20141029T000000,608000.0,3,2.5,1472,3.0,0,3,8,120,2006,0,98119
3362401611,20150325T000000,1165000.0,4,3.75,4500,3.0,0,3,8,0,2013,0,98103
9264960560,20141001T000000,340000.0,3,2.5,8577,2.0,0,3,9,0,1987,0,98023
9528102993,20141229T000000,495000.0,3,1.5,1228,3.0,0,3,8,0,2014,0,98115
7399300860,20140825T000000,290000.0,3,2.25,7308,1.0,0,4,7,290,1968,0,98055
984000130,20141223T000000,325000.0,4,2.25,11603,2.0,0,4,7,0,1967,0,98058
2770605548,20141218T000000,952000.0,3,3.5,4500,2.0,0,3,9,640,2004,0,98119
6632900354,20140910T000000,242500.0,3,1.0,5870,1.0,0,3,6,0,1941,0,98155
446000010,20141119T000000,508500.0,4,1.5,6750,1.5,0,4,7,0,1950,0,98115
3303950080,20141103T000000,292000.0,3,2.5,7421,2.0,0,3,8,0,1996,0,98038
3935900030,20140730T000000,775000.0,5,2.0,9970,2.0,0,3,9,0,1970,0,98125
3623029034,20150311T000000,230000.0,3,1.0,32250,1.0,0,4,6,0,1934,0,98070
2722049077,20140828T000000,299500.0,3,1.75,34500,1.0,0,3,8,580,1980,0,98032
4298100070,20140528T000000,630000.0,4,2.5,43101,2.0,0,3,9,0,1993,0,98077
2781250610,20141202T000000,250000.0,3,2.0,2781,2.0,0,3,6,0,2003,0,98038
5318101185,20141016T000000,630500.0,3,1.0,3600,1.5,0,3,7,0,1926,0,98112
4245400045,20140923T000000,234500.0,3,1.75,18400,1.0,0,3,7,440,1954,0,98168
4059400265,20141114T000000,339950.0,5,2.0,6050,2.0,0,4,7,0,1944,0,98178
2770605175,20150227T000000,620047.0,4,1.75,6000,1.0,0,3,7,880,1946,0,98119
9413600350,20140829T000000,907000.0,3,1.75,12220,1.0,0,5,8,0,1965,0,98033
4400200057,20150221T000000,761000.0,3,3.5,2020,2.0,0,3,8,530,2006,0,98112
2158900290,20150416T000000,920000.0,4,1.5,3600,2.0,0,3,8,190,1929,0,98112
3814900950,20140725T000000,345000.0,4,2.5,6002,2.0,0,3,9,0,2012,0,98092
2524069078,20150122T000000,2700000.0,4,4.0,89651,2.0,0,3,12,0,2006,0,98027
5561400740,20150210T000000,593500.0,5,3.25,50405,2.0,0,3,8,1080,1972,0,98027
1022069058,20141009T000000,449500.0,4,2.0,199940,1.0,0,3,8,1120,1961,0,98038
7853210140,20150309T000000,359000.0,3,2.5,3850,2.0,0,3,7,0,2004,0,98065
9406570350,20150423T000000,354000.0,4,2.5,5420,2.0,0,3,8,0,2003,0,98038
5101407305,20141218T000000,319000.0,2,1.0,6380,1.0,0,3,7,0,1949,0,98125
7015200615,20140529T000000,820000.0,4,2.25,6660,1.5,0,3,8,320,1940,1984,98119
3904930530,20150414T000000,350000.0,3,2.0,5469,1.0,0,3,8,0,1988,0,98029
7230200340,20150225T000000,305000.0,3,1.0,23680,1.0,0,5,7,0,1967,0,98059
8029550160,20140516T000000,433000.0,4,2.5,7568,2.0,0,4,7,0,2001,0,98056
7985100190,20150106T000000,248500.0,3,2.5,7293,2.0,0,3,8,0,1988,0,98003
4358700100,20141202T000000,465000.0,3,2.5,5175,1.0,0,3,8,420,1995,0,98133
1890000169,20140903T000000,545000.0,3,2.5,1845,3.0,0,3,8,0,2009,0,98105
2597670080,20150316T000000,370000.0,4,2.5,7753,2.0,0,3,8,0,1987,0,98058
7640400250,20140619T000000,506000.0,2,1.0,8210,1.0,0,4,8,420,1952,0,98177
4039400410,20141010T000000,525000.0,4,1.75,6600,1.0,0,5,7,0,1960,0,98007
1954700615,20141022T000000,825000.0,4,1.5,6900,2.0,0,3,9,0,1903,0,98112
8123710070,20141205T000000,559500.0,3,2.25,9250,2.0,0,3,8,0,1984,0,98052
3904920600,20141105T000000,560000.0,3,2.5,12498,2.0,0,4,9,0,1987,0,98029
4016800120,20140820T000000,374000.0,3,2.5,17808,1.0,0,4,8,640,1982,0,98032
797000256,20150407T000000,339950.0,3,1.75,12092,1.0,0,4,6,610,1981,0,98168
8682230610,20140602T000000,802000.0,2,2.5,6327,1.0,0,3,8,0,2003,0,98053
6928000440,20140718T000000,301950.0,3,1.75,9288,1.0,0,4,7,0,1988,0,98059
5630500005,20141120T000000,262500.0,2,1.5,14373,1.0,0,3,7,0,1949,1996,98011
425000175,20141013T000000,208950.0,3,1.0,5700,1.0,0,4,5,0,1956,0,98056
2781270210,20150224T000000,209900.0,2,2.0,3003,2.0,0,3,6,0,2005,0,98038
1561900180,20150311T000000,395000.0,3,2.5,8938,2.0,0,3,9,0,1989,0,98031
3761100180,20140917T000000,1595000.0,4,2.5,13341,1.5,1,5,8,1180,1928,0,98034
4232902595,20141114T000000,940000.0,3,1.5,3600,2.0,0,3,9,240,1925,0,98119
1592000050,20140905T000000,655000.0,4,2.5,9517,1.0,0,3,9,740,1984,0,98074
7697870310,20140514T000000,266000.0,3,2.5,7214,1.0,0,4,7,380,1986,0,98030
6205500030,20141103T000000,480000.0,4,2.0,10575,1.0,0,2,6,450,1950,0,98005
3110800040,20140716T000000,269900.0,3,2.25,9672,1.0,0,4,7,630,1963,0,98031
8731801260,20150220T000000,234000.0,3,1.75,8475,1.0,0,4,7,0,1968,0,98023
6150700394,20140506T000000,365000.0,3,1.5,8160,1.0,0,3,7,0,1950,0,98133
3578600062,20140512T000000,270000.0,3,1.0,8209,1.0,0,3,7,0,1942,0,98028
3832080070,20140616T000000,284000.0,3,2.5,6008,2.0,0,3,7,0,2009,0,98042
2856100125,20141001T000000,439000.0,2,1.0,5100,1.0,0,3,7,0,1945,0,98117
2798000020,20140815T000000,1395000.0,4,3.5,16782,2.0,0,3,10,1000,2014,0,98040
